,EUR_1y_vol,JPY_one_year_future_return
0,0.03649032017129967,0.023486738455124966
1,0.03649032017129967,0.020324489303225047
2,0.03649032017129967,0.0014736456124451298
3,0.03649032017129967,0.006141586061849197
4,0.03649032017129967,0.00859289156158946
5,0.03649032017129967,0.005762189771128452
6,0.03649032017129967,0.0040523977990837845
7,0.03649032017129967,0.00883734441072698
8,0.03649032017129967,0.000149812906066239
9,0.03649032017129967,-0.005181246570814074
10,0.03649032017129967,0.004973437127806922
11,0.03649032017129967,0.013710260230209546
12,0.03649032017129967,-0.0017833547024445234
13,0.03649032017129967,0.012475094853072775
14,0.03649032017129967,0.008276474415223316
15,0.03649032017129967,-0.006622211127874449
16,0.03649032017129967,-0.009923575084132951
17,0.03649032017129967,-0.004442405589492617
18,0.03649032017129967,-0.014908549074166609
19,0.03649032017129967,-0.005196383908427085
20,0.03649032017129967,-0.012409163478212906
21,0.03649032017129967,-0.025622847535352832
22,0.03649032017129967,-0.01923120097862847
23,0.03649032017129967,-0.00898517594297235
24,0.03649032017129967,-0.004724253054524246
25,0.03649032017129967,-0.005195101077517542
26,0.03649032017129967,-0.004557177949591247
27,0.03649032017129967,-0.020140838816197368
28,0.03649032017129967,-0.02188603306036532
29,0.03649032017129967,-0.023299079788108558
30,0.03649032017129967,-0.020368151366238003
31,0.03649032017129967,-0.003722137481578328
32,0.03649032017129967,-0.00591601117286317
33,0.03649032017129967,-0.015119021019784611
34,0.03649032017129967,-0.0158082285418515
35,0.03649032017129967,-0.04894301626843725
36,0.03649032017129967,-0.03245882155581032
37,0.03649032017129967,-0.02348277403791809
38,0.03649032017129967,-0.020450249777339342
39,0.03649032017129967,-0.01652439596602551
40,0.03649032017129967,-0.018968914998557865
41,0.03649032017129967,-0.014728125542880255
42,0.03649032017129967,-0.03424045723052775
43,0.03649032017129967,-0.04435814925128058
44,0.03649032017129967,-0.05457551344335753
45,0.03649032017129967,-0.052695741127466666
46,0.03649032017129967,-0.052145261153012434
47,0.03649032017129967,-0.05672204434924399
48,0.03649032017129967,-0.052879959780773755
49,0.03649032017129967,-0.05811290433587618
50,0.03649032017129967,-0.05445214198313877
